52	1.51575216286174e-05	19	36	3.140404358743989	0.531077450166314
6	1.7935010695244712e-06	4	5	5.53484998743103	0.11927928289042984
60	1.793645294087577e-05	28	18	5.184359645539216	0.45250104003883174
15	4.5511904245380765e-06	11	12	7.734424091923545	0.3756397698438658
27	8.065631537455747e-06	21	8	5.563118091615323	0.057423544086562285
19	5.675814785617007e-06	16	11	9.145724751236456	0.11703244297573095
33	9.661974362975782e-06	20	21	7.268901594956713	0.25950782595178434
10658	0.003090821669043701	1777	26	7.074869576597444	0.6038269760032314
175	5.0846034430610124e-05	33	102	5.35898993223958	0.6210382942935951
685	0.00019860184302510328	182	268	9.039397094922295	2.304224191342023
1	0.0078125	1	0	11.345174658202035	0
1158	0.00033580888472591557	167	378	4.763993584460806	1.8597876632185548
434	0.0001258313859428366	134	120	5.4456940190565435	1.66410816296181
1589	0.0004608228108741423	316	426	5.030348168333266	3.89194300769366
142	4.151167998353565e-05	74	82	2.6774266278054855	0.8907699584314562
259	7.586971149297238e-05	101	84	7.890648365237997	1.5592259954847907
16	4.766366137351777e-06	8	15	4.063822827392764	0.2647821558821443
106	3.084588435877954e-05	72	64	6.332820486427797	1.0756706399766476
93	2.7254983559090564e-05	36	36	1.29193133549365	0.6099050518407093
193	5.666440987687088e-05	44	106	10.400540176480407	0.7759974777623433
49	1.451426530121988e-05	16	25	3.777290283724036	0.3811083148562267
2384	0.0006912565327221821	92	459	7.9972077941613335	1.3567025141519673
27	8.17344659106733e-06	19	19	4.5219363584997705	0.42408850658507713
388	0.00011278938616992826	177	169	9.10691161197994	2.1539942563957806
100	2.9337816151641303e-05	62	57	1.7365802679073923	0.6068010668582088
88	2.6348394035442183e-05	54	49	6.489692288555879	0.8162908056037211
16	4.782383611727839e-06	1	12	5.372755910458258	0.01124504836401891
1	0.005494505494505495	1	1	10.43184439272886	0.002292152796822366
168	4.906451779654755e-05	67	29	1.549539454503479	0.835052185890721
398	0.00011589213063314376	151	202	4.988218643870759	2.110743134896715
208	6.0999410827805995e-05	72	143	3.8941980440887365	1.263548776412275
268	7.787501176842529e-05	33	124	5.207687643425371	0.4756923504115048
1298	0.000376567629573498	235	314	8.33862695703825	2.739619821750043
6	2.037941027421176e-06	3	3	5.9476672194423275	0.06301211967252274
72	2.1659848326912092e-05	38	30	2.368492036665256	0.5108138794569917
107	3.130961995388415e-05	62	63	4.417450744097986	0.5400365572486565
40	1.1818158719053413e-05	17	21	6.785258596317582	0.32189538970732773
3649	0.0010580338373660785	694	17	8.533040017626089	0.3822403077607651
4134	0.001198660423039564	170	626	8.956357284867892	1.9182143572498738
705	0.00020488474288708468	256	302	3.9528423139682447	2.987861997949779
175	5.0846034430610124e-05	57	52	11.534772511525732	0.934281740440992
3667	0.0010650320104998738	572	613	7.897344716547689	5.054732217147231
1391	0.0004034081170585371	328	290	8.49121849191176	3.435098194282749
11	3.271034985206001e-06	9	6	4.359271006091434	0.09410848692947074
1	0.004464285714285714	1	1	8.019103100943179	0.00633325950757327
98	2.842092197470886e-05	47	44	4.823461787705275	0.8254081357264342
42	1.2323589286458311e-05	17	16	6.030161359388491	0.36904039476392875
244	7.15705182262831e-05	115	110	6.170740785286224	1.4413121422724462
14	4.082087276192276e-06	9	7	6.10926514635547	0.09232043752960617
18	5.351988382617218e-06	8	6	5.550097491874617	0.15006054212733216
44	1.2889217759232927e-05	20	19	10.137522771070417	0.46317272950248267
23	7.02141929748563e-06	9	1	8.777126459094339	0.009517415223070015
103	2.9890421135719925e-05	19	48	6.674638112130136	0.2769659854176842
23	7.02141929748563e-06	1	12	10.043388689538716	0.003789710282767936
217	6.361593564529865e-05	44	100	5.978023909722223	0.8903795261808797
45	1.3266094868497623e-05	17	16	7.299744395416031	0.28010229996977565
66	1.9456939140463182e-05	32	30	4.609670435558012	0.4427521520610538
5	1.4759350269786163e-06	4	3	4.765658926990652	0.02061023191826134
3	5.126943111439235e-06	3	1	9.703837860243162	0.022865474140012217
49	1.430940615672421e-05	30	11	4.099850514648258	0.21185848848741326
12	3.5043443649120512e-06	7	7	9.483766805171493	0.12885040230348455
7	2.04420087953203e-06	3	3	10.915836289191702	0.08068803330760811
48	1.3947122970039837e-05	20	26	4.956107615326269	0.1558543273688881
8	2.6315945291781335e-06	8	7	7.021002829374496	0.04736702547737448
1	0.003745318352059925	1	1	22.21449650648294	0.0033079676580661443
1	0.003745318352059925	1	1	20.581345068331093	0.0026849017095088045
177	5.142713196695996e-05	112	27	8.690233199124387	0.5123412693936878
10	2.9105650309000137e-06	6	6	10.290387004330634	0.10958703270703897
1	0.0033222591362126247	1	1	18.84706840092269	0.004497418451219507
1	0.0033222591362126247	1	1	11.251595977392945	0.00472845013554347
11	3.716403291922465e-06	9	7	2.073655112306792	0.02435094986724179
1	0.0033222591362126247	1	1	11.800631290748065	0.001895866291855079
1	0.0033222591362126247	1	1	8.233619676759702	0.001263528035170237
1	0.0033222591362126247	1	1	8.90001825422235	0.0016056804689516242
1	0.0033222591362126247	1	1	19.38848898462376	0.001263528035170237
1	0.0033222591362126247	1	1	10.169944248762794	0.0033079676580661443
1	0.0033222591362126247	1	1	16.71321871735648	0.0006154575319020823
1	0.0033222591362126247	1	1	10.73083520600657	0.0007470232763421683
455	0.00013219849880614587	211	126	5.82768107421978	1.580822374067774
661	0.00019246016205669742	173	221	5.604436306495126	2.185090709543422
5	1.6427903516951297e-06	3	3	5.7506088046511925	0.0022378147887976495
546	0.0001585387949657835	153	203	5.628989495640396	1.9924813373535923
1	0.0031545741324921135	1	1	8.019103100943179	0.009081428620129837
43	1.2566059482465379e-05	25	31	5.788483344305879	0.49333266746508775
70	2.078467492471494e-05	34	35	6.3496898115274645	0.7267279837163847
44	1.2833750430222315e-05	27	14	4.575944780984459	0.08698926835316927
3	1.4899480653769344e-06	3	2	9.409714854479276	0.0909127051211944
37	1.1145195998814391e-05	15	14	8.178561841990101	0.2396882907038032
443	0.00012908809315323165	149	189	8.197466484538301	2.021681868848889
31	9.479145421404584e-06	20	25	1.8243588656824523	0.42087302241861996
128	3.715751943367296e-05	76	58	6.615472648941102	0.9461573544007746
12	3.819321885764719e-06	9	9	8.598461888539344	0.11999434629115578
913	0.00026518234263185196	242	290	7.453826284126075	2.5783171310275623
17	6.461598340965621e-06	13	10	8.571555094035265	0.117274870606225
3	1.3229834865201213e-06	3	2	1.7687742079486455	0.00464242410980366
70	2.0327924266285354e-05	45	25	13.586177568827539	0.3223897994790666
263	7.637491545761497e-05	92	76	9.11862566197438	1.2984573354401832
148	4.2979039877289035e-05	27	35	10.931455714098135	0.5078595783030051
29	8.421568624603932e-06	2	2	4.222557897830428	0.006997957187695385
358	0.00010394711588854895	101	83	7.293630417021655	1.3000000357780566
97	2.8168695054709705e-05	2	3	5.689734432650421	0.024593207768652477
686	0.00020039360107593253	213	237	8.359001455056468	2.430071086382676
12	4.624751515955007e-06	8	9	-0.9491127346426379	0.15823850419293423
50	1.4738245806821685e-05	28	3	4.563570258118945	0.019857141321899283
34	9.870579286879677e-06	20	20	6.468547454062673	0.3675485681946152
5	1.608155535657311e-06	3	2	-0.6160294002346207	0.04149017387359199
61	1.7818058924028764e-05	24	2	6.736110402005261	0.02768042005600941
106	3.0962528622082766e-05	22	31	8.921596471940298	0.4516785446058934
85	2.467360449721435e-05	20	36	7.54210504365723	0.3650258392301292
241	6.995692569210186e-05	82	122	5.528547585749893	1.557295939060091
335	9.720279375337127e-05	95	132	10.539664465576642	1.3494163389099965
1921	0.0005573084872193295	285	548	7.216045075628494	3.500895465951496
258	7.539999257689996e-05	101	101	4.440203558923622	1.5788583229095523
233	6.796522047567487e-05	88	86	7.188270496744855	1.3078467354141436
193	5.613968950970271e-05	78	79	5.527953526747119	1.3224802069452541
5	1.4955431319125874e-06	5	1	2.4620464415771397	0.00848814959334345
22	6.5803897804153844e-06	15	15	5.691509594651773	0.15888864863710828
506	0.0001471829588894144	121	285	2.7398076705192027	2.0081243826571784
827	0.00024122327912566916	245	211	7.335385004010354	2.219537323229357
25	7.922205212367386e-06	17	12	9.199234956136971	0.3072784508031836
107	3.168169079558055e-05	48	54	5.393969493415333	0.7622271325213577
7	2.3861068587278165e-06	7	4	12.171421751143695	0.22337746251311463
8	2.7269792671175044e-06	2	5	6.639824113912228	0.004707410815237272
190	5.598726319229356e-05	93	95	9.924690362954737	1.3936622623028259
5	1.714088055445949e-06	4	4	9.780724178511154	0.09221007105239006
120	3.4805873143034155e-05	47	70	5.149053095205045	0.9111036564086964
18	5.326179682222366e-06	5	10	2.9030299293207786	0.1348685680050906
127	3.6989195950993686e-05	83	65	2.4088129265613607	1.016576359205755
40	1.1694983144605544e-05	17	4	3.0400147529117225	0.19113310666130195
21	6.599481846396746e-06	15	7	11.22552587475243	0.18706307145490397
4	1.940487198120832e-06	3	1	10.797731432660527	0.07297039689780697
4	1.940487198120832e-06	1	1	6.316412093589154	0.012117720601556569
1496	0.0004341326966053783	287	313	5.8855657127449845	3.339603499632228
24	7.125249717736201e-06	10	15	4.692616928037924	0.2803366371776372
452	0.00013104822342678349	114	190	2.697479784133337	1.899150969825857
218	6.320467413061681e-05	67	85	3.057840664982694	1.329362758990441
1723	0.0004999194848188988	290	440	8.829835595026767	3.636622909956102
19	6.33006912768649e-06	17	6	1.3024742404395213	0.19355064014722106
129	3.784330700045441e-05	50	65	4.4231318863845885	0.8472846780909605
186	5.398586963399322e-05	20	22	5.076192786967694	0.3266281487774754
6766	0.001962486516244173	716	567	8.19939610117464	5.117046763007849
608	0.00017738027998076824	86	155	4.9688049209892995	1.6338460140631417
592	0.0001723372010226117	172	275	7.577301273621361	2.306240919501176
647	0.00018816256780541374	197	180	10.284475248772324	2.3134594170457428
435	0.0001265955403446891	169	151	9.991124384688106	1.7318626141753575
33	9.693491789612455e-06	19	13	10.489302258957135	0.2103283483233303
13	3.9393330587921215e-06	5	8	11.400407333692971	0.0486086490340379
8	2.4032698890109884e-06	3	2	6.082008937115202	0.007647502363911332
7	2.801444424745399e-06	2	5	10.708760382745302	0.044843911324520404
119	3.456453765574011e-05	48	61	4.789157343968732	0.4710411282010664
8	3.2016507711375984e-06	2	6	6.9582545562369615	0.019532445556167392
10	3.469191497983012e-06	5	4	8.425741574601387	0.16391762637782872
273	7.934328176020019e-05	102	172	9.305547898160045	1.5453129364067928
444	0.00012955915455064858	122	129	5.495466546470885	2.0425164548130232
6	1.7993070868408576e-06	5	5	4.283534471660124	0.0400008042688214
2459	0.0007131236206611546	455	452	9.406281915032118	4.461400846956547
193	5.630446654872874e-05	69	34	8.794254376651917	0.5704147956502438
117	3.459876083207358e-05	64	81	2.9718113932220214	0.9981412901146793
